Coding,Impression,Major,College,Hired,SPORTSPLAYED,TIKTOK,Age
Weak,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,50.90451221
OK,Shy,CS,BestCollege,Yes,Basketball,Sillyjunk,36.06947123
Weak,Confident,Stats,Redbrick,No,Soccer,Nerdystuff,27.96349708
OK,Shy,Stats,Peters,Yes,NONE,Sillyjunk,51.2120107
Excellent,Nerdy,Stats,Peters,Yes,Tennis,Nerdystuff,55.9297624
Weak,Confident,Stats,Redbrick,No,Tennis,Sillyjunk,59.07852118
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,48.43282866
OK,Outgoing,IT,Redbrick,No,Tennis,Nerdystuff,43.56020845
Excellent,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,60.99670453
Weak,Nerdy,CS,BYU,Yes,Basketball,Sillyjunk,31.85214488
OK,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,25.40136567
Excellent,Nerdy,CS,Peters,Yes,NONE,Sillyjunk,41.10104137
Excellent,Nerdy,IT,Peters,Yes,Soccer,Nerdystuff,37.72759512
Excellent,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,58.18153551
OK,Confident,IT,BYU,No,NONE,NoAccount,24.92999214
Excellent,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,25.60430238
OK,Confident,Stats,PJIT,No,Basketball,Sillyjunk,48.84258948
OK,Shy,DataScience,Peters,No,Soccer,NoAccount,31.81083678
Weak,Outgoing,CS,Peters,No,Basketball,Nerdystuff,25.33300879
Weak,Nerdy,CS,BYU,No,Soccer,NoAccount,43.15759077
Excellent,Shy,CS,Redbrick,No,Soccer,Nerdystuff,34.63450615
Weak,Shy,Stats,Redbrick,No,NONE,Nerdystuff,35.17612356
Excellent,Nerdy,CS,Redbrick,No,Basketball,Nerdystuff,40.45288748
Weak,Confident,Stats,Peters,No,NONE,Sillyjunk,47.26441332
OK,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,50.57301242
Excellent,Shy,CS,BYU,No,Tennis,Sillyjunk,52.02483452
Weak,Outgoing,DataScience,BYU,No,Basketball,NoAccount,22.70987003
OK,Confident,IT,PJIT,No,Basketball,Sillyjunk,29.85363436
Weak,Shy,Stats,BestCollege,No,Soccer,Sillyjunk,42.24124726
OK,Outgoing,IT,Redbrick,No,Soccer,Nerdystuff,50.1946883
OK,Confident,DataScience,BYU,No,Tennis,Sillyjunk,60.94794347
Weak,Outgoing,DataScience,BYU,No,NONE,Nerdystuff,25.10843019
Weak,Confident,DataScience,BestCollege,No,NONE,Sillyjunk,47.58022845
OK,Shy,DataScience,Peters,No,Basketball,Nerdystuff,47.424278
Excellent,Outgoing,CS,BestCollege,No,NONE,Sillyjunk,57.85081958
Excellent,Shy,Stats,Peters,No,Soccer,Nerdystuff,44.69031484
OK,Shy,Stats,BestCollege,Yes,Soccer,Sillyjunk,53.67742959
Weak,Nerdy,DataScience,BestCollege,Yes,Soccer,Sillyjunk,49.47099378
Weak,Outgoing,DataScience,Redbrick,No,Soccer,Nerdystuff,41.40372804
OK,Nerdy,Stats,BestCollege,No,Soccer,Sillyjunk,45.30603636
OK,Shy,DataScience,BestCollege,No,Basketball,Sillyjunk,34.70696067
Excellent,Nerdy,IT,BYU,No,Tennis,Nerdystuff,29.09612444
Excellent,Outgoing,DataScience,Peters,No,Basketball,NoAccount,29.41037467
OK,Nerdy,Stats,Peters,No,Basketball,NoAccount,36.44590664
OK,Nerdy,DataScience,Redbrick,No,Tennis,Nerdystuff,42.22166262
OK,Shy,DataScience,BestCollege,No,Soccer,Sillyjunk,24.0880406
OK,Outgoing,DataScience,BYU,No,Basketball,NoAccount,61.40762991
OK,Outgoing,DataScience,Peters,No,Tennis,Nerdystuff,60.90635675
Weak,Confident,DataScience,BYU,No,Soccer,Nerdystuff,38.79674526
OK,Outgoing,CS,Peters,No,Basketball,NoAccount,46.6389281
Weak,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,47.02838553
OK,Nerdy,IT,Peters,No,Tennis,NoAccount,37.84526571
Excellent,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,58.17172738
OK,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,44.03075686
Weak,Outgoing,DataScience,BestCollege,No,NONE,Sillyjunk,44.34988755
OK,Nerdy,CS,BestCollege,No,NONE,Sillyjunk,53.92242399
Excellent,Outgoing,Stats,Redbrick,No,Soccer,Nerdystuff,56.49537184
OK,Nerdy,IT,BYU,No,Basketball,NoAccount,37.13077834
Weak,Shy,DataScience,Peters,No,NONE,Nerdystuff,27.62651363
Weak,Shy,Stats,BestCollege,No,NONE,Sillyjunk,48.33702408
Weak,Confident,CS,Peters,No,Basketball,Sillyjunk,54.9064496
Weak,Confident,CS,Peters,No,Tennis,Sillyjunk,59.76748026
Weak,Confident,IT,BYU,Yes,NONE,Sillyjunk,49.80121667
OK,Nerdy,DataScience,BestCollege,Yes,Basketball,Sillyjunk,41.40189076
OK,Nerdy,IT,PJIT,No,Basketball,NoAccount,33.04501487
Weak,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,33.77388589
Weak,Outgoing,Stats,Peters,No,Basketball,NoAccount,23.52980538
Weak,Confident,DataScience,BestCollege,No,NONE,Sillyjunk,53.71377724
OK,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,40.20088434
OK,Nerdy,CS,Peters,No,Basketball,Nerdystuff,25.86994441
Excellent,Shy,IT,PJIT,No,Basketball,Sillyjunk,33.14433297
Excellent,Outgoing,DataScience,Redbrick,Yes,Basketball,Nerdystuff,42.16351283
Weak,Nerdy,DataScience,PJIT,No,Basketball,Nerdystuff,52.76261538
OK,Shy,DataScience,Redbrick,No,Tennis,Nerdystuff,55.8918618
Excellent,Confident,IT,BYU,Yes,Tennis,Sillyjunk,47.62192049
Excellent,Shy,DataScience,PJIT,No,Basketball,Sillyjunk,46.12399493
OK,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,26.84911788
OK,Nerdy,Stats,BYU,No,NONE,Sillyjunk,58.38000067
OK,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,56.37377973
OK,Outgoing,Stats,Redbrick,No,Soccer,Nerdystuff,39.1246961
Excellent,Outgoing,DataScience,Peters,Yes,Tennis,Sillyjunk,25.08908098
OK,Shy,Stats,BestCollege,No,NONE,Sillyjunk,36.56037063
Excellent,Outgoing,CS,Peters,Yes,Soccer,NoAccount,44.84189171
Weak,Confident,CS,Redbrick,No,Soccer,Sillyjunk,50.05807219
Excellent,Shy,DataScience,BestCollege,No,NONE,Sillyjunk,50.92184238
Excellent,Shy,Stats,Peters,No,Basketball,NoAccount,29.14351047
OK,Shy,IT,Redbrick,No,NONE,Nerdystuff,57.78092563
Excellent,Nerdy,IT,PJIT,No,Basketball,Sillyjunk,58.24585481
OK,Outgoing,CS,BYU,No,Tennis,Sillyjunk,57.96903889
Excellent,Nerdy,CS,BYU,Yes,Soccer,Nerdystuff,25.12472087
Excellent,Confident,CS,BYU,No,NONE,Nerdystuff,34.19100684
Weak,Outgoing,Stats,Peters,No,Basketball,Nerdystuff,44.3733561
Excellent,Outgoing,DataScience,Redbrick,No,Tennis,Nerdystuff,30.54514644
Excellent,Outgoing,Stats,BestCollege,Yes,Basketball,Sillyjunk,27.26670123
Weak,Shy,CS,BYU,No,Soccer,NoAccount,52.96961697
OK,Nerdy,CS,BYU,No,Basketball,Nerdystuff,31.52655107
Excellent,Nerdy,Stats,Peters,No,Basketball,NoAccount,52.66933681
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,Nerdystuff,32.22397907
Excellent,Outgoing,DataScience,Peters,No,Soccer,Sillyjunk,34.44419731
OK,Confident,Stats,Redbrick,No,Tennis,Nerdystuff,39.46816153
Excellent,Outgoing,Stats,Redbrick,No,NONE,Nerdystuff,31.45077136
Weak,Outgoing,Stats,BYU,No,Basketball,Sillyjunk,59.32984691
Excellent,Outgoing,CS,Peters,Yes,Tennis,NoAccount,30.04316483
Excellent,Outgoing,CS,Peters,No,NONE,NoAccount,49.70743661
Excellent,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,54.35214468
OK,Shy,DataScience,PJIT,No,Basketball,NoAccount,45.01552021
Excellent,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,33.93625551
OK,Confident,DataScience,Peters,Yes,NONE,NoAccount,40.36953338
Excellent,Confident,CS,Peters,Yes,Soccer,NoAccount,26.25294948
OK,Nerdy,Stats,Redbrick,No,NONE,Nerdystuff,24.98863396
Weak,Shy,DataScience,Redbrick,No,Tennis,Nerdystuff,44.95388213
Weak,Shy,Stats,Peters,No,NONE,Nerdystuff,58.40820314
OK,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,36.52953776
Excellent,Shy,DataScience,Peters,No,Soccer,Sillyjunk,43.8168462
Weak,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,23.20769115
OK,Confident,IT,PJIT,No,Basketball,Sillyjunk,22.43418739
Excellent,Confident,Stats,Redbrick,Yes,Basketball,Sillyjunk,50.00182184
OK,Nerdy,IT,BYU,No,NONE,NoAccount,22.68903377
Weak,Outgoing,Stats,PJIT,Yes,Basketball,Sillyjunk,47.13276633
Excellent,Outgoing,IT,BYU,No,Basketball,Nerdystuff,48.30552614
Weak,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,37.04768129
Weak,Confident,DataScience,BestCollege,No,Soccer,Sillyjunk,36.16832435
Excellent,Outgoing,Stats,Redbrick,Yes,Tennis,Nerdystuff,36.09097858
Excellent,Outgoing,DataScience,BestCollege,Yes,NONE,Sillyjunk,24.87995129
OK,Shy,CS,Redbrick,No,NONE,Nerdystuff,37.12450054
OK,Outgoing,CS,BYU,No,Tennis,Sillyjunk,57.02161184
Excellent,Nerdy,CS,BYU,No,Tennis,Nerdystuff,50.33544808
Weak,Outgoing,Stats,Redbrick,No,Soccer,Nerdystuff,60.76395788
OK,Outgoing,DataScience,BestCollege,Yes,Soccer,Sillyjunk,22.12145732
Weak,Shy,DataScience,Redbrick,No,Tennis,Nerdystuff,44.24192438
Weak,Outgoing,DataScience,BYU,No,NONE,Sillyjunk,50.21082167
OK,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,55.38647493
Weak,Shy,Stats,PJIT,No,Basketball,NoAccount,45.05718664
OK,Shy,DataScience,BYU,No,NONE,Nerdystuff,33.86706536
Excellent,Confident,IT,Peters,No,Basketball,Sillyjunk,55.74183586
Weak,Confident,Stats,PJIT,No,Basketball,Sillyjunk,39.43080761
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,31.77250628
Weak,Outgoing,IT,Peters,Yes,Soccer,Nerdystuff,54.40554622
Weak,Confident,DataScience,Peters,No,NONE,Sillyjunk,51.27983963
Excellent,Outgoing,DataScience,BestCollege,No,Tennis,Sillyjunk,34.33396639
OK,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,54.5584344
OK,Nerdy,CS,Redbrick,Yes,Basketball,Nerdystuff,49.29894429
OK,Nerdy,Stats,Peters,No,Tennis,Nerdystuff,24.23221328
OK,Outgoing,IT,BYU,No,Basketball,Sillyjunk,28.66612299
Excellent,Outgoing,IT,Peters,No,NONE,Nerdystuff,49.83061608
Weak,Confident,DataScience,Peters,No,NONE,Sillyjunk,56.69025427
Weak,Nerdy,DataScience,Peters,No,Tennis,Nerdystuff,59.84279111
Weak,Nerdy,Stats,Redbrick,No,Tennis,Nerdystuff,53.66545092
Excellent,Confident,DataScience,Peters,Yes,Soccer,Sillyjunk,45.0596749
OK,Confident,CS,BYU,No,Basketball,Sillyjunk,57.49677781
Weak,Outgoing,CS,BYU,No,Basketball,Sillyjunk,57.36585968
OK,Nerdy,CS,PJIT,No,Basketball,NoAccount,54.1218799
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,43.57726299
Weak,Outgoing,IT,Redbrick,Yes,Tennis,Nerdystuff,31.69913951
OK,Nerdy,Stats,Peters,No,NONE,Sillyjunk,48.13105496
Weak,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,40.3575754
OK,Outgoing,Stats,BestCollege,Yes,Soccer,Sillyjunk,33.55212328
Weak,Shy,Stats,BYU,No,Soccer,Nerdystuff,41.70852716
OK,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,47.8699265
Excellent,Shy,Stats,BestCollege,No,Soccer,Sillyjunk,38.19173615
Excellent,Shy,DataScience,BYU,Yes,Soccer,NoAccount,53.94016508
Excellent,Outgoing,CS,BestCollege,No,Tennis,Sillyjunk,49.04695446
Excellent,Outgoing,DataScience,BestCollege,Yes,NONE,Sillyjunk,42.1603602
Excellent,Confident,DataScience,BYU,No,Soccer,Sillyjunk,23.80022023
Excellent,Outgoing,CS,PJIT,Yes,Basketball,Sillyjunk,24.88961781
Weak,Confident,IT,BYU,No,Basketball,Nerdystuff,28.50465723
Weak,Confident,IT,BYU,No,NONE,Nerdystuff,40.13103652
Excellent,Confident,IT,BestCollege,No,Tennis,Sillyjunk,48.21393018
Weak,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,33.08664637
Weak,Shy,Stats,Peters,No,Basketball,Nerdystuff,55.03268301
OK,Confident,IT,Peters,Yes,Soccer,Nerdystuff,37.75114982
OK,Shy,DataScience,BestCollege,No,Tennis,Sillyjunk,34.69132289
Weak,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,56.08886732
Excellent,Shy,IT,BYU,No,NONE,Nerdystuff,58.29149764
OK,Confident,Stats,PJIT,No,Basketball,Sillyjunk,50.9763922
OK,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,51.96995949
Excellent,Outgoing,DataScience,Redbrick,Yes,Basketball,Nerdystuff,23.014173
Weak,Nerdy,CS,Redbrick,Yes,Tennis,Nerdystuff,27.02733645
Excellent,Nerdy,Stats,BestCollege,Yes,Tennis,Sillyjunk,51.59594213
OK,Outgoing,IT,Redbrick,Yes,Basketball,Nerdystuff,26.93855402
Excellent,Shy,DataScience,Redbrick,Yes,Soccer,Nerdystuff,41.37107185
Weak,Outgoing,Stats,BYU,No,Basketball,NoAccount,45.28846047
OK,Nerdy,Stats,BestCollege,Yes,Tennis,Sillyjunk,25.87295893
Weak,Nerdy,IT,BestCollege,Yes,Basketball,Sillyjunk,60.53962256
OK,Nerdy,Stats,Redbrick,No,Tennis,Nerdystuff,55.52909284
Excellent,Confident,CS,PJIT,No,Basketball,NoAccount,22.80263597
Weak,Nerdy,CS,Redbrick,Yes,Soccer,Nerdystuff,53.10167103
Excellent,Nerdy,DataScience,PJIT,No,Basketball,Nerdystuff,50.22009267
Excellent,Confident,Stats,Peters,Yes,NONE,Nerdystuff,34.0840738
OK,Confident,DataScience,BestCollege,No,Soccer,Sillyjunk,28.48773518
Weak,Outgoing,IT,PJIT,No,Basketball,NoAccount,45.77992919
Excellent,Nerdy,IT,Peters,No,NONE,Nerdystuff,56.29232174
Weak,Nerdy,DataScience,BestCollege,No,Tennis,Sillyjunk,22.08313963
Weak,Outgoing,Stats,Peters,No,NONE,NoAccount,23.83609723
Excellent,Outgoing,CS,BestCollege,No,Tennis,Sillyjunk,35.93021836
OK,Shy,Stats,BestCollege,No,Basketball,Sillyjunk,42.92752354
Weak,Outgoing,CS,PJIT,No,Basketball,NoAccount,59.97685795
Excellent,Outgoing,DataScience,BYU,No,Soccer,Nerdystuff,54.56660402
OK,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,40.42086782
Excellent,Shy,DataScience,Peters,No,NONE,NoAccount,26.80170739
Weak,Outgoing,DataScience,Redbrick,No,Tennis,Nerdystuff,58.65251155
Weak,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,23.71840179
OK,Confident,Stats,Redbrick,No,NONE,Sillyjunk,50.95850255
Weak,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,41.79708328
OK,Shy,CS,BestCollege,Yes,Basketball,Sillyjunk,29.75750765
OK,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,23.29403013
Excellent,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,47.00137517
Weak,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,43.55735686
OK,Confident,CS,BYU,No,NONE,Sillyjunk,57.09221827
OK,Outgoing,CS,Peters,No,Tennis,NoAccount,33.89617474
Excellent,Nerdy,Stats,BestCollege,No,Tennis,Sillyjunk,34.78403256
Excellent,Outgoing,DataScience,Peters,No,NONE,Nerdystuff,29.85835184
Excellent,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,38.3087328
OK,Nerdy,Stats,BestCollege,No,Soccer,Sillyjunk,55.57288064
OK,Shy,CS,BestCollege,No,Basketball,Sillyjunk,43.41253154
Weak,Nerdy,DataScience,PJIT,No,Basketball,Nerdystuff,41.08865156
OK,Nerdy,IT,Peters,Yes,NONE,Nerdystuff,50.86759191
OK,Outgoing,CS,BestCollege,No,Tennis,Sillyjunk,42.63474995
Excellent,Shy,IT,BestCollege,No,Soccer,Sillyjunk,25.99157956
Weak,Confident,Stats,BYU,No,Soccer,Sillyjunk,47.39108851
Excellent,Nerdy,IT,BYU,Yes,Soccer,NoAccount,31.73784141
Weak,Confident,CS,Redbrick,No,NONE,Nerdystuff,23.58517039
OK,Confident,Stats,BYU,No,Basketball,Sillyjunk,51.40247755
Excellent,Outgoing,IT,BYU,Yes,NONE,Nerdystuff,48.69151221
OK,Nerdy,IT,Peters,No,Basketball,Sillyjunk,24.41541863
OK,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,45.33513491
Weak,Shy,CS,BestCollege,No,NONE,Sillyjunk,55.93266025
Excellent,Shy,Stats,Redbrick,Yes,Tennis,Nerdystuff,41.93502329
OK,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,39.39942082
OK,Shy,DataScience,Peters,No,NONE,Nerdystuff,33.72481022
OK,Shy,Stats,Redbrick,No,NONE,Nerdystuff,50.96350472
Excellent,Confident,IT,BYU,No,Basketball,Sillyjunk,56.46424566
OK,Nerdy,CS,Redbrick,Yes,Soccer,Nerdystuff,44.45758968
Excellent,Outgoing,CS,Redbrick,No,Soccer,Nerdystuff,48.82309845
Excellent,Nerdy,Stats,Peters,No,Basketball,NoAccount,27.08934582
OK,Outgoing,Stats,BYU,No,Soccer,Nerdystuff,42.07959926
OK,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,35.98198216
OK,Nerdy,CS,BestCollege,No,Tennis,Sillyjunk,38.95388312
Weak,Outgoing,IT,Redbrick,No,NONE,Nerdystuff,46.0537142
Weak,Nerdy,Stats,Redbrick,No,Soccer,Nerdystuff,35.62723692
OK,Outgoing,DataScience,Redbrick,No,Basketball,Nerdystuff,54.76583636
OK,Confident,IT,BYU,No,NONE,Sillyjunk,47.63568386
Excellent,Shy,Stats,PJIT,Yes,Basketball,Sillyjunk,27.57330353
Weak,Nerdy,IT,Redbrick,No,Tennis,Nerdystuff,52.25354204
Weak,Nerdy,DataScience,BYU,No,Basketball,Sillyjunk,51.32963971
Weak,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,38.4772233
Excellent,Outgoing,Stats,BestCollege,Yes,Tennis,Sillyjunk,24.5518769
Excellent,Shy,IT,PJIT,No,Basketball,Nerdystuff,26.36050721
Weak,Confident,IT,Peters,Yes,Soccer,Sillyjunk,44.11382315
Weak,Shy,DataScience,BestCollege,No,Soccer,Sillyjunk,26.29248045
Excellent,Shy,IT,PJIT,Yes,Basketball,Sillyjunk,26.97674671
OK,Nerdy,IT,Redbrick,Yes,NONE,Nerdystuff,45.68317484
Weak,Outgoing,CS,Redbrick,No,NONE,Nerdystuff,43.80449527
Excellent,Outgoing,CS,Peters,No,Soccer,NoAccount,41.13194796
Excellent,Nerdy,Stats,BYU,Yes,Tennis,Sillyjunk,52.7283682
Weak,Outgoing,Stats,PJIT,No,Basketball,NoAccount,39.7254397
OK,Confident,CS,BYU,No,NONE,Sillyjunk,25.54864249
Excellent,Nerdy,CS,Peters,No,Tennis,NoAccount,38.81126537
Weak,Outgoing,CS,BYU,No,Basketball,Nerdystuff,52.28481116
Weak,Nerdy,DataScience,BYU,No,Tennis,Nerdystuff,37.50826366
OK,Nerdy,DataScience,Peters,No,Tennis,Nerdystuff,22.80968613
Weak,Nerdy,DataScience,BYU,No,Soccer,NoAccount,22.88580775
Weak,Confident,DataScience,Redbrick,No,Basketball,Nerdystuff,38.59767947
Excellent,Shy,CS,Redbrick,No,NONE,Nerdystuff,51.95649913
OK,Nerdy,IT,Peters,No,Tennis,Nerdystuff,22.80332222
Weak,Shy,Stats,Redbrick,No,Tennis,Nerdystuff,46.63102247
Excellent,Outgoing,DataScience,Redbrick,Yes,Soccer,Nerdystuff,26.18198685
Excellent,Outgoing,Stats,BYU,No,NONE,Sillyjunk,26.4670797
Weak,Confident,DataScience,BYU,Yes,Tennis,Nerdystuff,34.81236386
Excellent,Nerdy,Stats,BestCollege,Yes,Soccer,Sillyjunk,58.95202965
Excellent,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,26.87026196
Excellent,Shy,CS,PJIT,Yes,Basketball,NoAccount,33.55074521
Weak,Nerdy,DataScience,PJIT,No,Basketball,NoAccount,28.06004688
Weak,Shy,Stats,BYU,No,Basketball,Sillyjunk,51.37345121
Excellent,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,57.46593713
Weak,Shy,DataScience,PJIT,No,Basketball,Sillyjunk,56.33899893
Excellent,Confident,Stats,Peters,No,Basketball,Sillyjunk,56.20672918
Excellent,Outgoing,CS,PJIT,Yes,Basketball,NoAccount,58.60862495
Weak,Shy,CS,Redbrick,Yes,Soccer,Nerdystuff,25.34849331
Excellent,Shy,IT,Peters,Yes,Basketball,Sillyjunk,42.16819398
Excellent,Outgoing,DataScience,BYU,Yes,Basketball,Sillyjunk,47.31173744
Excellent,Confident,CS,Redbrick,Yes,Basketball,Nerdystuff,28.33837801
Excellent,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,60.24660648
Excellent,Outgoing,Stats,Redbrick,No,Soccer,Nerdystuff,41.89259086
Excellent,Nerdy,IT,Peters,Yes,Tennis,NoAccount,54.94506856
OK,Nerdy,CS,PJIT,Yes,Basketball,Sillyjunk,48.65089178
Excellent,Confident,DataScience,Redbrick,No,NONE,Nerdystuff,32.78024517
Excellent,Confident,CS,Redbrick,Yes,NONE,Sillyjunk,52.41407156
Weak,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,58.1288833
OK,Nerdy,CS,BYU,Yes,Basketball,NoAccount,46.23082419
Excellent,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,57.39302638
Weak,Outgoing,DataScience,BYU,No,Basketball,Sillyjunk,53.11279368
Excellent,Shy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,41.30659022
Excellent,Outgoing,IT,Redbrick,Yes,NONE,Nerdystuff,22.36107075
Weak,Nerdy,Stats,Peters,No,Tennis,Nerdystuff,53.34377806
Excellent,Nerdy,DataScience,BYU,Yes,Tennis,Nerdystuff,60.72996345
OK,Outgoing,DataScience,Peters,No,Tennis,Nerdystuff,24.8376206
OK,Outgoing,IT,Redbrick,Yes,Basketball,Nerdystuff,60.44145269
OK,Nerdy,Stats,BestCollege,Yes,NONE,Sillyjunk,37.96338245
Excellent,Shy,CS,PJIT,Yes,Basketball,NoAccount,46.35160745
OK,Nerdy,CS,PJIT,No,Basketball,Nerdystuff,29.39039296
OK,Outgoing,Stats,BYU,No,NONE,Nerdystuff,25.74956324
Weak,Shy,Stats,BestCollege,Yes,Tennis,Sillyjunk,47.5429088
OK,Shy,CS,BYU,No,NONE,Nerdystuff,44.64384533
Weak,Outgoing,CS,BestCollege,Yes,Basketball,Sillyjunk,26.87612262
OK,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,57.04807605
Weak,Shy,IT,BestCollege,Yes,Soccer,Sillyjunk,48.71158844
Excellent,Outgoing,DataScience,Peters,Yes,Basketball,Sillyjunk,30.09233746
Excellent,Nerdy,CS,BYU,Yes,Tennis,Nerdystuff,30.38808623
OK,Confident,DataScience,Redbrick,No,Tennis,Sillyjunk,60.30247402
Excellent,Confident,IT,BestCollege,No,NONE,Sillyjunk,53.40038533
Excellent,Shy,CS,Peters,No,NONE,Nerdystuff,61.48998942
Excellent,Nerdy,IT,PJIT,No,Basketball,Nerdystuff,42.96326977
Weak,Nerdy,Stats,Peters,No,Basketball,Nerdystuff,23.74552969
Excellent,Confident,Stats,Redbrick,Yes,Tennis,Sillyjunk,58.3004213
OK,Shy,CS,BestCollege,No,Tennis,Sillyjunk,57.81770731
Excellent,Confident,Stats,PJIT,Yes,Basketball,NoAccount,37.56151911
OK,Shy,IT,PJIT,No,Basketball,Sillyjunk,33.26262916
Excellent,Shy,IT,Peters,Yes,Tennis,NoAccount,47.7706767
Weak,Outgoing,IT,BestCollege,Yes,Basketball,Sillyjunk,33.74134729
Weak,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,47.07567859
OK,Shy,IT,BestCollege,No,Soccer,Sillyjunk,54.22460096
OK,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,31.20953299
Excellent,Outgoing,CS,BYU,No,Basketball,Nerdystuff,50.10693141
Weak,Shy,DataScience,Peters,No,NONE,Nerdystuff,51.06285276
Excellent,Confident,Stats,PJIT,Yes,Basketball,Sillyjunk,45.78352399
OK,Outgoing,IT,Redbrick,No,Basketball,Nerdystuff,30.30253967
Weak,Confident,Stats,Peters,No,NONE,Nerdystuff,24.31372815
OK,Nerdy,Stats,BYU,No,NONE,Nerdystuff,41.8384646
Excellent,Shy,Stats,PJIT,Yes,Basketball,Sillyjunk,59.02150852
Excellent,Outgoing,IT,PJIT,No,Basketball,Nerdystuff,61.32998299
OK,Confident,DataScience,BYU,Yes,Soccer,Sillyjunk,48.21578009
Excellent,Nerdy,IT,BYU,Yes,NONE,NoAccount,24.99864656
Weak,Outgoing,IT,Redbrick,Yes,Soccer,Nerdystuff,58.12196538
Weak,Outgoing,CS,Redbrick,No,Tennis,Nerdystuff,29.45788018
Weak,Confident,Stats,PJIT,No,Basketball,NoAccount,31.17836772
Excellent,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,55.83069114
Excellent,Confident,IT,PJIT,Yes,Basketball,Sillyjunk,60.77970563
Excellent,Nerdy,CS,Redbrick,Yes,Basketball,Nerdystuff,26.7933385
Excellent,Outgoing,CS,Redbrick,Yes,Soccer,Nerdystuff,21.52623433
Excellent,Confident,Stats,Peters,Yes,Basketball,Sillyjunk,51.84060072
OK,Outgoing,IT,PJIT,No,Basketball,NoAccount,36.80248217
Excellent,Outgoing,DataScience,Redbrick,Yes,Soccer,Nerdystuff,28.16890031
Weak,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,51.17238368
OK,Confident,Stats,BYU,No,NONE,Nerdystuff,38.4967553
Weak,Shy,DataScience,PJIT,No,Basketball,NoAccount,57.02389547
OK,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,57.63395668
OK,Confident,CS,Redbrick,Yes,Tennis,Sillyjunk,54.80920646
OK,Shy,CS,Redbrick,No,NONE,Nerdystuff,30.15580513
Excellent,Shy,DataScience,BestCollege,No,Tennis,Sillyjunk,36.84138861
OK,Nerdy,IT,Redbrick,No,NONE,Nerdystuff,24.25971554
Weak,Nerdy,Stats,BestCollege,No,Soccer,Sillyjunk,41.61962151
OK,Shy,DataScience,BYU,No,Soccer,Sillyjunk,50.52453021
Weak,Outgoing,IT,Redbrick,No,Tennis,Nerdystuff,51.63418936
OK,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,34.34614436
OK,Outgoing,DataScience,Peters,No,Basketball,Sillyjunk,45.40634047
